Id,year,fullName,primaryNationality,gender,photoUrl,typeOfDeath,status,employedAs,organizations,localOrForeign,motiveConfirmed,impunityMurder,tortured,captive,threatened,sentence,country,region,location,locationImprisoned
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1998,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,1999,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2000,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2001,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2002,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2003,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2004,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2005,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2006,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2007,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1814,2008,Lin Youping,China,Male,,,Imprisoned,Staff,Ziyou Bao,Local,,,,,,Death,China,,,
1815,2009,Lindo Lupogan,Philippines,Male,,Murder,Killed,Staff,Mindanao Daily Gazette,Local,Confirmed,Partial Impunity,Yes,Yes,No,,Philippines,,Ampatuan,
1816,2011,Lingaram Kodopi,India,Male,,,Imprisoned,Freelance,Freelance,Local,,,,,,Not Sentenced,India,,,
1816,2011,Lingaram Kodopi,India,Male,,,Imprisoned,Freelance,Freelance,Local,,,,,,Not Sentenced,India,,,
1816,2012,Lingaram Kodopi,India,Male,,,Imprisoned,Freelance,Freelance,Local,,,,,,Not Sentenced,India,,,
1816,2012,Lingaram Kodopi,India,Male,,,Imprisoned,Freelance,Freelance,Local,,,,,,Not Sentenced,India,,,
1817,2004,Liqaa Abdul Razzak,,,,,Killed,Staff,Al-Sharqiya TV,,Unconfirmed,,,,,,Iraq,,Baghdad,
1818,2016,Lisbey Lora,Cuba,Male,,,Imprisoned,Staff,Cimarrón de Mayabeque,Local,,,,,,Not Sentenced,Cuba,,,
1819,1994,Lissy Schmidt,,Female,,Murder,Killed,Freelance,"Agence France-Presse, Frankfurter Rundschau, Der Tagesspiegel",Foreign,Confirmed,Complete Impunity,No,No,No,,Iraq,,Sulaymaniyah,
1820,1992,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1992,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1992,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1993,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1993,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1993,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1994,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1994,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1820,1994,Liu De,China,Male,,,Imprisoned,,Jianna Literature and Arts Journal,Local,,,,,,7 Years,China,,,
1821,2002,Liu Di,China,Female,,,Imprisoned,Freelance,Freelance,Local,,,,,,Not Sentenced,China,,,
1822,2016,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2016,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2016,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2016,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2017,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2017,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2017,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2017,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2018,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2018,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2018,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2018,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2019,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2019,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
1822,2019,Liu Feiyue,China,Male,https://cpj-photos.s3.amazonaws.com/Liu%20Feiyue_China%20Political%20Prisoner%20Concern%20case%2000473-2017-12-18-1513625065136.jpg,,Imprisoned,Staff,Minsheng Guancha,Local,,,,,,5 Years,China,Hubei,Suizhou,"Suizhou, Hubei"
